"subjid","rownum","submission_date","expectedness","expectedness_qemo","expectedness_qlabel","pleasantness","pleasantness_qemo","pleasantness_qlabel","goal_consistency","goal_consistency_qemo","goal_consistency_qlabel","fairness","fairness_qemo","fairness_qlabel","agent_cause","agent_cause_qemo","agent_cause_qlabel","agent_intention","agent_intention_qemo","agent_intention_qlabel","self_cause","self_cause_qemo","self_cause_qlabel","close_others","close_others_qemo","close_others_qlabel","control","control_qemo","control_qlabel","altering","altering_qemo","altering_qlabel","moral","moral_qemo","moral_qlabel","selfesteem","selfesteem_qemo","selfesteem_qlabel","suddenness","suddenness_qemo","suddenness_qlabel","familiarity","familiarity_qemo","familiarity_qlabel","future","future_qemo","future_qlabel","past","past_qemo","past_qlabel","occurred","occurred_qemo","occurred_qlabel","certainty","certainty_qemo","certainty_qlabel","repetition","repetition_qemo","repetition_qlabel","coping","coping_qemo","coping_qlabel","mental_states","mental_states_qemo","mental_states_qlabel","others_knowledge","others_knowledge_qemo","others_knowledge_qlabel","bodily_disease","bodily_disease_qemo","bodily_disease_qlabel","people","people_qemo","people_qlabel","relevance","relevance_qemo","relevance_qlabel","freedom","freedom_qemo","freedom_qlabel","pressure","pressure_qemo","pressure_qlabel","consequences","consequences_qemo","consequences_qlabel","danger","danger_qemo","danger_qlabel","self_involvement","self_involvement_qemo","self_involvement_qlabel","main_character","main_character_qemo","main_character_qlabel","remember","remember_qemo","remember_qlabel","self_consistency","self_consistency_qemo","self_consistency_qlabel","relationship_influence","relationship_influence_qemo","relationship_influence_qlabel","agent_situation","agent_situation_qemo","agent_situation_qlabel","attention","attention_qemo","attention_qlabel","psychological_change","psychological_change_qemo","psychological_change_qlabel","safey","safey_qemo","safey_qlabel","knowledge_change","knowledge_change_qemo","knowledge_change_qlabel","emotion","emotion_qemo","emotion_qlabel","Guilty_extent","Content_extent","Lonely_extent","Excited_extent","Hopeful_extent","Devastated_extent","Proud_extent","Apprehensive_extent","Disgusted_extent","Embarrassed_extent","Jealous_extent","Joyful_extent","Impressed_extent","Grateful_extent","Terrified_extent","Furious_extent","Nostalgic_extent","Disappointed_extent","Annoyed_extent","Surprised_extent","Neutral_extent","city","country","age","gender","thoughts","response_noface","response_intune","response_nothought","response_needverbal","response_facevoice","response_surprised"
"Ndim21a_q048_01_766","891","NULL","7","Apprehensive","q17","6","Apprehensive","q17","8","Apprehensive","q17","7","Apprehensive","q17","1","Apprehensive","q17","8","Apprehensive","q17","6","Apprehensive","q17","1","Apprehensive","q17","4","Apprehensive","q17","7","Apprehensive","q17","10","Apprehensive","q17","7","Apprehensive","q17","6","Apprehensive","q17","6","Apprehensive","q17","10","Apprehensive","q17","0","Apprehensive","q17","0","Apprehensive","q17","1","Apprehensive","q17","10","Apprehensive","q17","9","Apprehensive","q17","2","Apprehensive","q17","8","Apprehensive","q17","1","Apprehensive","q17","7","Apprehensive","q17","8","Apprehensive","q17","7","Apprehensive","q17","10","Apprehensive","q17","9","Apprehensive","q17","10","Apprehensive","q17","2","Apprehensive","q17","10","Apprehensive","q17","9","Apprehensive","q17","9","Apprehensive","q17","6","Apprehensive","q17","10","Nostalgic","q17","10","Apprehensive","q17","7","Apprehensive","q17","3","Apprehensive","q17","4","Apprehensive","q17","Apprehensive","NULL","NULL","0","1","1","1","8","0","6","10","0","0","1","6","6","8","6","0","3","0","0","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q046_02_805","892","NULL","5","Embarrassed","q59","3","Embarrassed","q59","2","Embarrassed","q59","2","Embarrassed","q59","4","Embarrassed","q59","6","Embarrassed","q59","7","Embarrassed","q59","1","Embarrassed","q59","3","Embarrassed","q59","6","Embarrassed","q59","8","Embarrassed","q59","1","Embarrassed","q59","7","Embarrassed","q59","1","Embarrassed","q59","6","Embarrassed","q59","0","Embarrassed","q59","7","Embarrassed","q59","2","Embarrassed","q59","6","Embarrassed","q59","5","Embarrassed","q59","5","Embarrassed","q59","7","Embarrassed","q59","1","Embarrassed","q59","6","Embarrassed","q59","6","Embarrassed","q59","4","Embarrassed","q59","7","Embarrassed","q59","7","Embarrassed","q59","9","Apprehensive","q59","9","Embarrassed","q59","10","Embarrassed","q59","10","Embarrassed","q59","5","Embarrassed","q59","5","Embarrassed","q59","7","Embarrassed","q59","10","Embarrassed","q59","9","Embarrassed","q59","4","Embarrassed","q59","7","Embarrassed","q59","Embarrassed","NULL","NULL","4","5","5","0","5","5","5","8","1","10","0","0","5","5","5","0","5","7","2","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q046_02_805","893","NULL","2","Annoyed","q3","1","Annoyed","q3","5","Annoyed","q3","0","Embarrassed","q3","10","Annoyed","q3","4","Annoyed","q3","1","Annoyed","q3","2","Annoyed","q3","1","Annoyed","q3","0","Annoyed","q3","5","Annoyed","q3","5","Annoyed","q3","8","Annoyed","q3","0","Annoyed","q3","6","Annoyed","q3","0","Annoyed","q3","8","Annoyed","q3","3","Annoyed","q3","5","Annoyed","q3","5","Annoyed","q3","7","Annoyed","q3","6","Annoyed","q3","2","Annoyed","q3","6","Annoyed","q3","6","Annoyed","q3","1","Annoyed","q3","2","Annoyed","q3","2","Annoyed","q3","8","Annoyed","q3","5","Annoyed","q3","10","Annoyed","q3","10","Annoyed","q3","5","Annoyed","q3","5","Annoyed","q3","10","Annoyed","q3","8","Annoyed","q3","5","Annoyed","q3","7","Annoyed","q3","5","Annoyed","q3","Annoyed","NULL","NULL","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q046_02_805","894","NULL","0","Furious","q69","0","Furious","q69","0","Furious","q69","0","Furious","q69","2","Furious","q69","2","Furious","q69","1","Furious","q69","3","Furious","q69","1","Furious","q69","1","Furious","q69","5","Furious","q69","3","Furious","q69","8","Furious","q69","1","Furious","q69","2","Furious","q69","6","Annoyed","q69","7","Furious","q69","6","Furious","q69","5","Furious","q69","5","Furious","q69","7","Furious","q69","6","Furious","q69","0","Furious","q69","6","Furious","q69","6","Furious","q69","2","Furious","q69","6","Furious","q69","8","Furious","q69","8","Furious","q69","8","Furious","q69","10","Furious","q69","10","Furious","q69","2","Furious","q69","5","Furious","q69","9","Furious","q69","9","Furious","q69","7","Furious","q69","8","Furious","q69","8","Furious","q69","Furious","NULL","NULL","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","7","5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q046_02_805","895","NULL","8","Nostalgic","q181","10","Furious","q181","9","Nostalgic","q181","10","Nostalgic","q181","7","Nostalgic","q181","8","Nostalgic","q181","5","Nostalgic","q181","7","Nostalgic","q181","8","Nostalgic","q181","6","Nostalgic","q181","10","Nostalgic","q181","8","Nostalgic","q181","6","Nostalgic","q181","7","Nostalgic","q181","3","Nostalgic","q181","6","Nostalgic","q181","9","Nostalgic","q181","7","Nostalgic","q181","5","Nostalgic","q181","5","Nostalgic","q181","6","Nostalgic","q181","6","Nostalgic","q181","4","Nostalgic","q181","7","Nostalgic","q181","2","Nostalgic","q181","9","Nostalgic","q181","0","Nostalgic","q181","3","Nostalgic","q181","9","Nostalgic","q181","5","Nostalgic","q181","10","Nostalgic","q181","10","Nostalgic","q181","8","Nostalgic","q181","5","Nostalgic","q181","6","Nostalgic","q181","10","Nostalgic","q181","5","Nostalgic","q181","0","Nostalgic","q181","2","Nostalgic","q181","Nostalgic","NULL","NULL","0","7","0","7","8","0","7","0","0","0","0","7","7","7","0","0","8","0","0","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q050_02_150","896","2014-04-02","0","Embarrassed","q51","0","Embarrassed","q51","5","Embarrassed","q51","1","Embarrassed","q51","10","Embarrassed","q51","0","Embarrassed","q51","0","Embarrassed","q51","6","Embarrassed","q51","0","Embarrassed","q51","1","Embarrassed","q51","6","Embarrassed","q51","1","Embarrassed","q51","9","Embarrassed","q51","6","Embarrassed","q51","8","Embarrassed","q51","2","Embarrassed","q51","0","Embarrassed","q51","5","Embarrassed","q51","5","Embarrassed","q51","5","Embarrassed","q51","5","Embarrassed","q51","0","Embarrassed","q51","10","Embarrassed","q51","9","Embarrassed","q51","7","Embarrassed","q51","7","Embarrassed","q51","6","Embarrassed","q51","7","Embarrassed","q51","10","Embarrassed","q51","10","Embarrassed","q51","10","Embarrassed","q51","8","Embarrassed","q51","5","Embarrassed","q51","7","Embarrassed","q51","9","Embarrassed","q51","9","Embarrassed","q51","8","Embarrassed","q51","3","Embarrassed","q51","6","Embarrassed","q51","Embarrassed","NULL","NULL","8","0","6","0","0","10","0","10","6","10","0","0","0","0","10","7","0","8","6","9","NULL","Norfolk","USA","20","Male"," ","9","NULL","0","3","10","2"
"Ndim21a_q046_02_805","897","NULL","2","Surprised","q111","7","Surprised","q111","7","Surprised","q111","8","Surprised","q111","8","Surprised","q111","1","Surprised","q111","7","Surprised","q111","7","Surprised","q111","2","Surprised","q111","5","Surprised","q111","9","Surprised","q111","5","Surprised","q111","8","Surprised","q111","5","Surprised","q111","2","Surprised","q111","0","Nostalgic","q111","9","Surprised","q111","2","Surprised","q111","5","Surprised","q111","5","Surprised","q111","4","Surprised","q111","6","Surprised","q111","5","Surprised","q111","6","Surprised","q111","1","Surprised","q111","7","Surprised","q111","0","Surprised","q111","2","Surprised","q111","10","Surprised","q111","5","Surprised","q111","10","Surprised","q111","9","Surprised","q111","5","Surprised","q111","2","Surprised","q111","8","Surprised","q111","8","Surprised","q111","7","Surprised","q111","0","Surprised","q111","8","Surprised","q111","Surprised","NULL","NULL","0","4","0","3","6","0","5","0","0","7","1","8","1","6","0","0","0","0","0","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q046_02_805","898","2014-04-02","5","Lonely","q100","7","Lonely","q100","5","Lonely","q100","9","Lonely","q100","9","Lonely","q100","8","Lonely","q100","9","Lonely","q100","10","Lonely","q100","7","Lonely","q100","5","Lonely","q100","6","Lonely","q100","6","Lonely","q100","3","Lonely","q100","8","Lonely","q100","7","Lonely","q100","6","Lonely","q100","5","Lonely","q100","7","Lonely","q100","5","Lonely","q100","5","Lonely","q100","5","Lonely","q100","5","Lonely","q100","0","Lonely","q100","3","Lonely","q100","1","Surprised","q100","6","Lonely","q100","4","Lonely","q100","8","Lonely","q100","10","Lonely","q100","5","Lonely","q100","10","Lonely","q100","8","Lonely","q100","6","Lonely","q100","6","Lonely","q100","6","Lonely","q100","8","Lonely","q100","4","Lonely","q100","0","Lonely","q100","5","Lonely","q100","Lonely","NULL","NULL","0","8","1","5","6","0","4","6","0","1","0","6","4","5","0","0","7","0","0","7","NULL","Heath","United States","25","Male"," I found this study to be a lot of fun and hope to do more like it in the future.","9","NULL","0","0","10","6"
"Ndim21a_q048_01_766","899","NULL","7","Jealous","q88","2","Jealous","q88","3","Jealous","q88","6","Jealous","q88","9","Jealous","q88","6","Jealous","q88","2","Jealous","q88","3","Jealous","q88","1","Jealous","q88","4","Jealous","q88","7","Jealous","q88","1","Jealous","q88","2","Jealous","q88","9","Jealous","q88","9","Jealous","q88","1","Jealous","q88","9","Jealous","q88","2","Jealous","q88","10","Jealous","q88","7","Jealous","q88","8","Jealous","q88","7","Jealous","q88","1","Jealous","q88","9","Jealous","q88","6","Jealous","q88","9","Apprehensive","q88","8","Jealous","q88","9","Jealous","q88","9","Jealous","q88","4","Jealous","q88","9","Jealous","q88","10","Jealous","q88","3","Jealous","q88","2","Jealous","q88","9","Jealous","q88","9","Jealous","q88","6","Jealous","q88","2","Jealous","q88","7","Jealous","q88","Jealous","NULL","NULL","0","2","0","6","9","0","8","0","5","0","0","6","6","2","2","0","1","0","0","6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","900","NULL","0","Furious","q61","1","Furious","q61","1","Furious","q61","1","Furious","q61","10","Furious","q61","9","Furious","q61","2","Furious","q61","10","Furious","q61","3","Furious","q61","3","Furious","q61","1","Furious","q61","1","Furious","q61","9","Furious","q61","0","Furious","q61","5","Furious","q61","1","Furious","q61","10","Furious","q61","0","Furious","q61","4","Furious","q61","4","Furious","q61","8","Furious","q61","8","Furious","q61","2","Furious","q61","10","Furious","q61","9","Furious","q61","7","Furious","q61","9","Furious","q61","9","Furious","q61","3","Furious","q61","3","Furious","q61","9","Furious","q61","10","Furious","q61","2","Furious","q61","10","Furious","q61","10","Jealous","q61","10","Furious","q61","10","Furious","q61","9","Furious","q61","8","Furious","q61","Furious","NULL","NULL","6","1","8","6","1","9","0","8","6","8","1","0","0","1","6","6","3","8","7","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","901","NULL","5","Surprised","q111","8","Surprised","q111","7","Surprised","q111","7","Surprised","q111","9","Surprised","q111","2","Surprised","q111","3","Surprised","q111","8","Surprised","q111","3","Surprised","q111","7","Surprised","q111","9","Surprised","q111","6","Surprised","q111","8","Surprised","q111","6","Surprised","q111","8","Surprised","q111","2","Surprised","q111","8","Surprised","q111","6","Surprised","q111","9","Surprised","q111","10","Surprised","q111","2","Surprised","q111","7","Surprised","q111","7","Surprised","q111","9","Surprised","q111","2","Surprised","q111","9","Surprised","q111","1","Surprised","q111","3","Surprised","q111","9","Surprised","q111","6","Surprised","q111","9","Surprised","q111","2","Surprised","q111","8","Surprised","q111","6","Surprised","q111","7","Surprised","q111","7","Surprised","q111","5","Surprised","q111","0","Furious","q111","2","Surprised","q111","Surprised","NULL","NULL","0","6","0","4","1","0","1","0","0","2","0","7","1","1","0","0","2","0","1","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","902","NULL","1","Grateful","q143","6","Grateful","q143","8","Grateful","q143","6","Grateful","q143","9","Grateful","q143","9","Grateful","q143","0","Grateful","q143","4","Grateful","q143","1","Grateful","q143","4","Surprised","q143","8","Grateful","q143","9","Grateful","q143","9","Grateful","q143","0","Grateful","q143","1","Grateful","q143","0","Grateful","q143","9","Grateful","q143","2","Grateful","q143","1","Grateful","q143","6","Grateful","q143","10","Grateful","q143","9","Grateful","q143","9","Grateful","q143","8","Grateful","q143","9","Grateful","q143","1","Grateful","q143","4","Grateful","q143","9","Grateful","q143","8","Grateful","q143","8","Grateful","q143","10","Grateful","q143","10","Grateful","q143","3","Grateful","q143","7","Grateful","q143","10","Grateful","q143","10","Grateful","q143","10","Grateful","q143","6","Grateful","q143","8","Grateful","q143","Grateful","NULL","NULL","0","2","3","7","9","2","0","7","0","6","0","7","6","9","2","0","0","0","1","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","903","NULL","6","Lonely","q100","7","Lonely","q100","8","Lonely","q100","7","Lonely","q100","6","Lonely","q100","6","Lonely","q100","8","Lonely","q100","10","Lonely","q100","8","Grateful","q100","7","Lonely","q100","9","Lonely","q100","6","Lonely","q100","2","Lonely","q100","9","Lonely","q100","6","Lonely","q100","1","Lonely","q100","9","Lonely","q100","3","Lonely","q100","4","Lonely","q100","9","Lonely","q100","7","Lonely","q100","7","Lonely","q100","1","Lonely","q100","7","Lonely","q100","9","Lonely","q100","9","Lonely","q100","2","Lonely","q100","9","Lonely","q100","9","Lonely","q100","6","Lonely","q100","10","Lonely","q100","10","Lonely","q100","8","Lonely","q100","8","Lonely","q100","9","Lonely","q100","8","Lonely","q100","6","Lonely","q100","2","Lonely","q100","6","Lonely","q100","Lonely","NULL","NULL","0","5","6","0","6","0","4","1","0","0","0","4","1","6","0","0","3","1","1","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","904","NULL","4","Lonely","q94","6","Lonely","q94","4","Lonely","q94","5","Lonely","q94","9","Lonely","q94","9","Lonely","q94","1","Lonely","q94","9","Lonely","q94","3","Lonely","q94","2","Lonely","q94","7","Lonely","q94","5","Lonely","q94","3","Lonely","q94","6","Lonely","q94","9","Lonely","q94","9","Lonely","q94","1","Lonely","q94","2","Lonely","q94","9","Lonely","q94","8","Lonely","q94","8","Lonely","q94","7","Lonely","q94","1","Lonely","q94","3","Lonely","q94","3","Lonely","q94","8","Lonely","q94","1","Lonely","q94","8","Lonely","q94","9","Lonely","q94","9","Lonely","q94","10","Lonely","q94","9","Lonely","q94","4","Lonely","q94","7","Lonely","q94","8","Lonely","q94","9","Lonely","q94","8","Lonely","q94","3","Lonely","q94","4","Lonely","q94","Lonely","NULL","NULL","0","3","8","1","3","0","0","1","0","0","2","4","0","0","0","0","0","2","2","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","905","NULL","3","Hopeful","q151","8","Hopeful","q151","9","Hopeful","q151","8","Hopeful","q151","10","Hopeful","q151","9","Hopeful","q151","0","Hopeful","q151","9","Hopeful","q151","2","Hopeful","q151","1","Hopeful","q151","8","Hopeful","q151","8","Hopeful","q151","7","Hopeful","q151","3","Hopeful","q151","10","Hopeful","q151","7","Hopeful","q151","1","Hopeful","q151","2","Hopeful","q151","8","Hopeful","q151","10","Hopeful","q151","7","Hopeful","q151","7","Hopeful","q151","0","Hopeful","q151","8","Hopeful","q151","1","Hopeful","q151","8","Hopeful","q151","1","Hopeful","q151","3","Lonely","q151","10","Hopeful","q151","1","Hopeful","q151","10","Hopeful","q151","9","Hopeful","q151","7","Hopeful","q151","2","Hopeful","q151","9","Hopeful","q151","9","Hopeful","q151","7","Hopeful","q151","1","Hopeful","q151","8","Hopeful","q151","Hopeful","NULL","NULL","0","7","0","7","10","0","3","6","0","0","0","6","6","6","0","0","1","0","0","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","906","NULL","7","Impressed","q161","8","Impressed","q161","6","Impressed","q161","8","Impressed","q161","10","Impressed","q161","9","Impressed","q161","1","Impressed","q161","8","Impressed","q161","2","Impressed","q161","2","Impressed","q161","9","Impressed","q161","7","Impressed","q161","4","Impressed","q161","1","Impressed","q161","6","Impressed","q161","2","Impressed","q161","9","Impressed","q161","4","Impressed","q161","3","Impressed","q161","10","Impressed","q161","9","Impressed","q161","8","Impressed","q161","0","Impressed","q161","7","Impressed","q161","2","Impressed","q161","9","Impressed","q161","1","Impressed","q161","8","Impressed","q161","9","Impressed","q161","1","Impressed","q161","8","Impressed","q161","9","Impressed","q161","7","Impressed","q161","8","Impressed","q161","9","Impressed","q161","8","Impressed","q161","3","Hopeful","q161","1","Impressed","q161","7","Impressed","q161","Impressed","NULL","NULL","0","8","0","3","3","0","6","1","0","0","0","3","7","2","0","0","1","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","907","NULL","8","Nostalgic","q183","9","Nostalgic","q183","9","Nostalgic","q183","9","Nostalgic","q183","9","Nostalgic","q183","10","Nostalgic","q183","7","Nostalgic","q183","9","Nostalgic","q183","9","Nostalgic","q183","9","Nostalgic","q183","8","Nostalgic","q183","9","Nostalgic","q183","2","Nostalgic","q183","7","Nostalgic","q183","9","Nostalgic","q183","2","Nostalgic","q183","2","Nostalgic","q183","9","Nostalgic","q183","8","Nostalgic","q183","9","Nostalgic","q183","2","Nostalgic","q183","7","Nostalgic","q183","1","Nostalgic","q183","8","Nostalgic","q183","3","Nostalgic","q183","9","Nostalgic","q183","1","Nostalgic","q183","7","Nostalgic","q183","9","Nostalgic","q183","6","Impressed","q183","9","Nostalgic","q183","9","Nostalgic","q183","9","Nostalgic","q183","6","Nostalgic","q183","7","Nostalgic","q183","7","Nostalgic","q183","7","Nostalgic","q183","2","Nostalgic","q183","3","Nostalgic","q183","Nostalgic","NULL","NULL","0","8","0","6","7","0","6","8","0","0","0","9","6","4","0","0","7","0","0","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","908","NULL","2","Impressed","q168","9","Impressed","q168","9","Impressed","q168","9","Impressed","q168","9","Impressed","q168","9","Impressed","q168","1","Impressed","q168","6","Impressed","q168","6","Impressed","q168","9","Impressed","q168","9","Impressed","q168","7","Nostalgic","q168","3","Impressed","q168","8","Impressed","q168","9","Impressed","q168","1","Impressed","q168","9","Impressed","q168","6","Impressed","q168","8","Impressed","q168","10","Impressed","q168","2","Impressed","q168","9","Impressed","q168","0","Impressed","q168","8","Impressed","q168","8","Impressed","q168","9","Impressed","q168","7","Impressed","q168","9","Impressed","q168","10","Impressed","q168","1","Impressed","q168","10","Impressed","q168","9","Impressed","q168","8","Impressed","q168","7","Impressed","q168","2","Impressed","q168","9","Impressed","q168","7","Impressed","q168","7","Impressed","q168","8","Impressed","q168","Impressed","NULL","NULL","0","2","0","0","2","0","1","1","0","0","0","4","8","2","0","0","0","0","0","9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q047_02_897","909","NULL","0","Disgusted","q48","0","Disgusted","q48","5","Disgusted","q48","5","Disgusted","q48","0","Disgusted","q48","5","Disgusted","q48","0","Disgusted","q48","10","Disgusted","q48","5","Disgusted","q48","10","Disgusted","q48","5","Disgusted","q48","5","Disgusted","q48","6","Disgusted","q48","0","Disgusted","q48","3","Disgusted","q48","5","Disgusted","q48","7","Disgusted","q48","8","Disgusted","q48","2","Disgusted","q48","9","Disgusted","q48","0","Disgusted","q48","7","Disgusted","q48","9","Disgusted","q48","9","Disgusted","q48","10","Disgusted","q48","10","Disgusted","q48","6","Disgusted","q48","8","Disgusted","q48","3","Disgusted","q48","5","Disgusted","q48","10","Disgusted","q48","10","Disgusted","q48","5","Disgusted","q48","0","Disgusted","q48","10","Disgusted","q48","10","Disgusted","q48","8","Disgusted","q48","6","Disgusted","q48","0","Disgusted","q48","Disgusted","NULL","NULL","1","0","0","0","0","0","0","7","10","1","0","0","0","1","1","1","0","7","10","10","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","910","NULL","0","Disgusted","q50","2","Disgusted","q50","2","Disgusted","q50","2","Disgusted","q50","10","Disgusted","q50","9","Disgusted","q50","0","Disgusted","q50","2","Disgusted","q50","1","Disgusted","q50","9","Disgusted","q50","3","Disgusted","q50","6","Disgusted","q50","8","Disgusted","q50","1","Disgusted","q50","8","Disgusted","q50","1","Disgusted","q50","10","Disgusted","q50","7","Disgusted","q50","1","Disgusted","q50","10","Disgusted","q50","1","Disgusted","q50","1","Disgusted","q50","6","Impressed","q50","0","Disgusted","q50","4","Disgusted","q50","9","Disgusted","q50","4","Disgusted","q50","2","Disgusted","q50","4","Disgusted","q50","8","Disgusted","q50","10","Disgusted","q50","10","Disgusted","q50","1","Disgusted","q50","1","Disgusted","q50","9","Disgusted","q50","9","Disgusted","q50","8","Disgusted","q50","3","Disgusted","q50","7","Disgusted","q50","Disgusted","NULL","NULL","0","0","0","1","3","0","0","1","7","1","0","0","0","0","0","1","0","1","1","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q047_02_897","911","NULL","1","Disappointed","q40","1","Disappointed","q40","0","Disappointed","q40","0","Disappointed","q40","2","Disappointed","q40","5","Disappointed","q40","0","Disgusted","q40","9","Disappointed","q40","0","Disappointed","q40","0","Disappointed","q40","5","Disappointed","q40","5","Disappointed","q40","10","Disappointed","q40","5","Disappointed","q40","5","Disappointed","q40","0","Disappointed","q40","7","Disappointed","q40","10","Disappointed","q40","7","Disappointed","q40","10","Disappointed","q40","5","Disappointed","q40","10","Disappointed","q40","5","Disappointed","q40","0","Disappointed","q40","8","Disappointed","q40","10","Disappointed","q40","5","Disappointed","q40","5","Disappointed","q40","5","Disappointed","q40","8","Disappointed","q40","10","Disappointed","q40","10","Disappointed","q40","5","Disappointed","q40","0","Disappointed","q40","10","Disappointed","q40","10","Disappointed","q40","6","Disappointed","q40","0","Disappointed","q40","9","Disappointed","q40","Disappointed","NULL","NULL","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","10","6","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q048_01_766","912","NULL","0","Furious","q64","2","Furious","q64","1","Furious","q64","2","Furious","q64","10","Furious","q64","10","Furious","q64","1","Furious","q64","9","Furious","q64","0","Furious","q64","1","Furious","q64","2","Furious","q64","3","Furious","q64","8","Furious","q64","3","Furious","q64","1","Furious","q64","2","Furious","q64","10","Furious","q64","9","Furious","q64","7","Furious","q64","8","Furious","q64","7","Furious","q64","1","Furious","q64","2","Furious","q64","3","Furious","q64","3","Furious","q64","8","Furious","q64","1","Furious","q64","3","Furious","q64","10","Furious","q64","1","Disgusted","q64","9","Furious","q64","7","Furious","q64","2","Furious","q64","8","Furious","q64","9","Furious","q64","8","Furious","q64","7","Furious","q64","1","Furious","q64","8","Furious","q64","Furious","NULL","NULL","0","0","0","2","0","2","0","1","1","0","0","0","0","0","0","1","0","1","1","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"Ndim21a_q047_02_897","913","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
